model_name,model_key,image_id,image_path,grounding_prompt,source_command,parsed_action,parsed_target_object,parsed_location_hint,model_grounding_prompt,original_grounding_prompt,target_object,target_type,gt_x_min,gt_y_min,gt_x_max,gt_y_max,ground_truth_source,pred_x_min,pred_y_min,pred_x_max,pred_y_max,confidence,matched_phrase,status,has_valid_prediction_box,iou,target_correct,bbox_quality,notes
OWL ViT,owlvit,vid_res_001_man_in_lobby_by_door_frame_01,examples/residence_images/vid_res_001_man_in_lobby_by_door_frame_01.jpg,person by door,find man by door,find,person,by door,person by door,man by door,person,person,966.0,267.0,1185.0,852.0,ground_truth_boxes.csv,986.0,279.0,1184.0,836.0,0.14215849339962,person,success,True,0.8608359676852827,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.053; rank=0.178
OWL ViT,owlvit,vid_res_022_package_on_floor_frame_03,examples/residence_images/vid_res_022_package_on_floor_frame_03.jpg,package on floor,find package on floor,find,package,on floor,package on floor,package on floor,package,object,926.0,894.0,1165.0,1077.0,ground_truth_boxes.csv,778.0,40.0,1040.0,186.0,0.1400058716535568,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.018; rank=0.179
OWL ViT,owlvit,vid_res_023_package_infront_of_the_books_frame_01,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_01.jpg,package infront of books,find package infront of the books,find,package,infront of books,package infront of books,package infront of the books,package,object,252.0,482.0,716.0,787.0,ground_truth_boxes.csv,15.0,34.0,659.0,544.0,0.164409190416336,box,success,True,0.05674055485849714,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.158; rank=0.192
OWL ViT,owlvit,vid_res_023_package_infront_of_the_books_frame_02,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_02.jpg,package infront of books,find package infront of the books,find,package,infront of books,package infront of books,package infront of the books,package,object,241.0,485.0,729.0,816.0,ground_truth_boxes.csv,0.0,41.0,640.0,564.0,0.1575306951999664,box,success,True,0.06782691773880149,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.161; rank=0.185
OWL ViT,owlvit,vid_res_023_package_infront_of_the_books_frame_03,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_03.jpg,package infront of books,find package infront of the books,find,package,infront of books,package infront of books,package infront of the books,package,object,231.0,484.0,722.0,833.0,ground_truth_boxes.csv,3.0,28.0,639.0,581.0,0.1512592881917953,box,success,True,0.08185467774994777,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.170; rank=0.178
OWL ViT,owlvit,vid_res_024_package_between_books_and_shoes_frame_01,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_01.jpg,package between books,find package between books and shoes,find,package,between books and shoes,package between books,package between books and shoes,package,object,948.0,416.0,1225.0,709.0,ground_truth_boxes.csv,15.0,34.0,659.0,544.0,0.164409190416336,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.158; rank=0.192
OWL ViT,owlvit,vid_res_024_package_between_books_and_shoes_frame_02,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_02.jpg,package between books,find package between books and shoes,find,package,between books and shoes,package between books,package between books and shoes,package,object,942.0,416.0,1267.0,733.0,ground_truth_boxes.csv,0.0,41.0,640.0,564.0,0.1575306951999664,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.161; rank=0.185
OWL ViT,owlvit,vid_res_024_package_between_books_and_shoes_frame_03,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_03.jpg,package between books,find package between books and shoes,find,package,between books and shoes,package between books,package between books and shoes,package,object,956.0,414.0,1255.0,729.0,ground_truth_boxes.csv,3.0,28.0,639.0,581.0,0.1512592881917953,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.170; rank=0.178
OWL ViT,owlvit,vid_res_025_package_by_elevator_frame_01,examples/residence_images/vid_res_025_package_by_elevator_frame_01.jpg,package by elevator,find package by elevator,find,package,by elevator,package by elevator,package by elevator,package,object,454.0,508.0,585.0,626.0,ground_truth_boxes.csv,359.0,1.0,472.0,297.0,0.058220699429512,package by elevator near elevator,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.016; rank=0.057
OWL ViT,owlvit,vid_res_025_package_by_elevator_frame_02,examples/residence_images/vid_res_025_package_by_elevator_frame_02.jpg,package by elevator,find package by elevator,find,package,by elevator,package by elevator,package by elevator,package,object,544.0,599.0,659.0,716.0,ground_truth_boxes.csv,546.0,618.0,643.0,701.0,0.0545916967093944,cardboard box,success,True,0.5983649201040505,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.004; rank=0.054
OWL ViT,owlvit,vid_res_025_package_by_elevator_frame_03,examples/residence_images/vid_res_025_package_by_elevator_frame_03.jpg,package by elevator,find package by elevator,find,package,by elevator,package by elevator,package by elevator,package,object,541.0,590.0,649.0,710.0,ground_truth_boxes.csv,543.0,611.0,636.0,695.0,0.0617525577545166,cardboard box,success,True,0.6027777777777777,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.004; rank=0.061
OWL ViT,owlvit,vid_res_026_package_by_wall_frame_01,examples/residence_images/vid_res_026_package_by_wall_frame_01.jpg,package by wall,find package by wall opposite elevator,find,package,by wall opposite elevator,package by wall,package by wall opposite elevator,package,object,1264.0,504.0,1449.0,634.0,ground_truth_boxes.csv,176.0,0.0,492.0,653.0,0.0521049536764621,package by wall by elevator,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.100; rank=0.044
OWL ViT,owlvit,vid_res_026_package_by_wall_frame_02,examples/residence_images/vid_res_026_package_by_wall_frame_02.jpg,package by wall,find package by wall opposite elevator,find,package,by wall opposite elevator,package by wall,package by wall opposite elevator,package,object,1293.0,605.0,1472.0,738.0,ground_truth_boxes.csv,1235.0,5.0,1907.0,886.0,0.0943239033222198,package by wall by elevator,success,True,0.04021235338630344,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.286; rank=0.071
OWL ViT,owlvit,vid_res_026_package_by_wall_frame_03,examples/residence_images/vid_res_026_package_by_wall_frame_03.jpg,package by wall,find package by wall opposite elevator,find,package,by wall opposite elevator,package by wall,package by wall opposite elevator,package,object,1278.0,606.0,1447.0,729.0,ground_truth_boxes.csv,0.0,7.0,410.0,1079.0,0.0835616141557693,package by wall by elevator,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.212; rank=0.067
OWL ViT,owlvit,vid_res_027_package_on_table_frame_01,examples/residence_images/vid_res_027_package_on_table_frame_01.jpg,table packages on,find packages on table,find,table,packages on,table packages on,packages on table,table,object,805.0,290.0,1169.0,435.0,ground_truth_boxes.csv,712.0,300.0,1437.0,790.0,0.1412436217069625,desk,success,True,0.1369221767115272,False,weak_overlap,google/owlvit-base-patch32; threshold=0.05; area=0.171; rank=0.168
OWL ViT,owlvit,vid_res_027_package_on_table_frame_02,examples/residence_images/vid_res_027_package_on_table_frame_02.jpg,table packages on,find packages on table,find,table,packages on,table packages on,packages on table,table,object,710.0,322.0,1064.0,483.0,ground_truth_boxes.csv,623.0,325.0,1412.0,894.0,0.1547021865844726,table,success,True,0.12429250471663522,False,weak_overlap,google/owlvit-base-patch32; threshold=0.05; area=0.217; rank=0.177
OWL ViT,owlvit,vid_res_027_package_on_table_frame_03,examples/residence_images/vid_res_027_package_on_table_frame_03.jpg,table packages on,find packages on table,find,table,packages on,table packages on,packages on table,table,object,689.0,324.0,1071.0,475.0,ground_truth_boxes.csv,634.0,335.0,1390.0,837.0,0.1711242794990539,table,success,True,0.13937463840256023,False,weak_overlap,google/owlvit-base-patch32; threshold=0.05; area=0.183; rank=0.196
OWL ViT,owlvit,vid_res_028_package_by_door_right_frame_01,examples/residence_images/vid_res_028_package_by_door_right_frame_01.jpg,package by door,find package by door right,find,package,by door right,package by door,package by door right,package,object,615.0,751.0,818.0,891.0,ground_truth_boxes.csv,627.0,773.0,795.0,882.0,0.163847878575325,box,success,True,0.6443349753694582,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.009; rank=0.203
OWL ViT,owlvit,vid_res_028_package_by_door_right_frame_02,examples/residence_images/vid_res_028_package_by_door_right_frame_02.jpg,package by door,find package by door right,find,package,by door right,package by door,package by door right,package,object,633.0,776.0,813.0,911.0,ground_truth_boxes.csv,641.0,796.0,806.0,903.0,0.2618196904659271,cardboard box,success,True,0.7265432098765432,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.009; rank=0.261
OWL ViT,owlvit,vid_res_028_package_by_door_right_frame_03,examples/residence_images/vid_res_028_package_by_door_right_frame_03.jpg,package by door,find package by door right,find,package,by door right,package by door,package by door right,package,object,619.0,765.0,810.0,898.0,ground_truth_boxes.csv,631.0,780.0,799.0,890.0,0.1935817301273346,box,success,True,0.7274731330945164,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.009; rank=0.233
OWL ViT,owlvit,vid_res_029_package_by_door_left_frame_01,examples/residence_images/vid_res_029_package_by_door_left_frame_01.jpg,package by door,find package by door left,find,package,by door left,package by door,package by door left,package,object,794.0,624.0,946.0,754.0,ground_truth_boxes.csv,796.0,635.0,938.0,742.0,0.1080087348818779,box,success,True,0.7689271255060729,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.007; rank=0.147
OWL ViT,owlvit,vid_res_029_package_by_door_left_frame_02,examples/residence_images/vid_res_029_package_by_door_left_frame_02.jpg,package by door,find package by door left,find,package,by door left,package by door,package by door left,package,object,772.0,641.0,912.0,754.0,ground_truth_boxes.csv,781.0,650.0,911.0,747.0,0.0956892296671867,box,success,True,0.7970922882427307,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.006; rank=0.135
OWL ViT,owlvit,vid_res_029_package_by_door_left_frame_03,examples/residence_images/vid_res_029_package_by_door_left_frame_03.jpg,package by door,find package by door left,find,package,by door left,package by door,package by door left,package,object,805.0,598.0,953.0,720.0,ground_truth_boxes.csv,798.0,613.0,950.0,716.0,0.0905424878001213,box,success,True,0.7953879746498376,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.008; rank=0.130
OWL ViT,owlvit,vid_res_030_second_closest_package_frame_01,examples/residence_images/vid_res_030_second_closest_package_frame_01.jpg,package second closest,find second closest package,find,package,second closest,package second closest,second closest package,package,object,717.0,755.0,879.0,885.0,ground_truth_boxes.csv,796.0,635.0,938.0,742.0,0.1080087348818779,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.007; rank=0.147
OWL ViT,owlvit,vid_res_030_second_closest_package_frame_02,examples/residence_images/vid_res_030_second_closest_package_frame_02.jpg,package second closest,find second closest package,find,package,second closest,package second closest,second closest package,package,object,701.0,747.0,854.0,861.0,ground_truth_boxes.csv,781.0,650.0,911.0,747.0,0.0956892296671867,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.006; rank=0.135
OWL ViT,owlvit,vid_res_030_second_closest_package_frame_03,examples/residence_images/vid_res_030_second_closest_package_frame_03.jpg,package second closest,find second closest package,find,package,second closest,package second closest,second closest package,package,object,730.0,720.0,888.0,839.0,ground_truth_boxes.csv,798.0,613.0,950.0,716.0,0.0905424878001213,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.008; rank=0.130
OWL ViT,owlvit,vid_res_031_package_in_front_frame_01,examples/residence_images/vid_res_031_package_in_front_frame_01.jpg,package in front,find package in front,find,package,in front,package in front,package in front,package,object,679.0,816.0,861.0,952.0,ground_truth_boxes.csv,796.0,635.0,938.0,742.0,0.1080087348818779,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.007; rank=0.147
OWL ViT,owlvit,vid_res_031_package_in_front_frame_02,examples/residence_images/vid_res_031_package_in_front_frame_02.jpg,package in front,find package in front,find,package,in front,package in front,package in front,package,object,668.0,808.0,833.0,912.0,ground_truth_boxes.csv,781.0,650.0,911.0,747.0,0.0956892296671867,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.006; rank=0.135
OWL ViT,owlvit,vid_res_031_package_in_front_frame_03,examples/residence_images/vid_res_031_package_in_front_frame_03.jpg,package in front,find package in front,find,package,in front,package in front,package in front,package,object,700.0,783.0,871.0,897.0,ground_truth_boxes.csv,798.0,613.0,950.0,716.0,0.0905424878001213,box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.008; rank=0.130
OWL ViT,owlvit,vid_res_032_packages_by_chair_frame_01,examples/residence_images/vid_res_032_packages_by_chair_frame_01.jpg,chair packages by,find packages by chair,find,chair,packages by,chair packages by,packages by chair,chair,object,949.0,665.0,1121.0,830.0,ground_truth_boxes.csv,627.0,773.0,795.0,882.0,0.2007362991571426,cardboard box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.009; rank=0.200
OWL ViT,owlvit,vid_res_032_packages_by_chair_frame_02,examples/residence_images/vid_res_032_packages_by_chair_frame_02.jpg,chair packages by,find packages by chair,find,chair,packages by,chair packages by,packages by chair,chair,object,948.0,697.0,1125.0,849.0,ground_truth_boxes.csv,641.0,796.0,806.0,903.0,0.2618196904659271,cardboard box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.009; rank=0.261
OWL ViT,owlvit,vid_res_032_packages_by_chair_frame_03,examples/residence_images/vid_res_032_packages_by_chair_frame_03.jpg,chair packages by,find packages by chair,find,chair,packages by,chair packages by,packages by chair,chair,object,969.0,671.0,1111.0,832.0,ground_truth_boxes.csv,631.0,780.0,799.0,890.0,0.2130306810140609,cardboard box,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.009; rank=0.212
OWL ViT,owlvit,vid_res_033_man_in_blue_frame_01,examples/residence_images/vid_res_033_man_in_blue_frame_01.jpg,person man in blue,find man in blue,find,person,man in blue,person man in blue,man in blue,person,person,1096.0,249.0,1297.0,973.0,ground_truth_boxes.csv,29.0,285.0,218.0,862.0,0.0459541976451873,person,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.02; area=0.053; rank=0.082
OWL ViT,owlvit,vid_res_033_man_in_blue_frame_02,examples/residence_images/vid_res_033_man_in_blue_frame_02.jpg,person man in blue,find man in blue,find,person,man in blue,person man in blue,man in blue,person,person,1153.0,258.0,1344.0,977.0,ground_truth_boxes.csv,441.0,284.0,711.0,931.0,0.0520154573023319,person,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.05; area=0.084; rank=0.085
OWL ViT,owlvit,vid_res_033_man_in_blue_frame_03,examples/residence_images/vid_res_033_man_in_blue_frame_03.jpg,person man in blue,find man in blue,find,person,man in blue,person man in blue,man in blue,person,person,1326.0,266.0,1539.0,1017.0,ground_truth_boxes.csv,1520.0,358.0,1665.0,676.0,0.0446855016052722,person,success,True,0.03020531817568277,False,poor,google/owlvit-base-patch32; threshold=0.02; area=0.022; rank=0.083
OWL ViT,owlvit,vid_res_034_man_in_grey_frame_01,examples/residence_images/vid_res_034_man_in_grey_frame_01.jpg,person man in grey,find man in grey,find,person,man in grey,person man in grey,man in grey,person,person,878.0,204.0,1183.0,1047.0,ground_truth_boxes.csv,892.0,234.0,1174.0,1017.0,0.0654674991965293,person man in grey,success,True,0.8587830348287732,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.106; rank=0.097
OWL ViT,owlvit,vid_res_034_man_in_grey_frame_02,examples/residence_images/vid_res_034_man_in_grey_frame_02.jpg,person man in grey,find man in grey,find,person,man in grey,person man in grey,man in grey,person,person,987.0,238.0,1279.0,1068.0,ground_truth_boxes.csv,990.0,250.0,1279.0,1036.0,0.0673419833183288,person man in grey,success,True,0.9372586235352368,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.110; rank=0.099
OWL ViT,owlvit,vid_res_034_man_in_grey_frame_03,examples/residence_images/vid_res_034_man_in_grey_frame_03.jpg,person man in grey,find man in grey,find,person,man in grey,person man in grey,man in grey,person,person,1110.0,221.0,1411.0,1073.0,ground_truth_boxes.csv,1106.0,256.0,1415.0,1056.0,0.0742583721876144,person man in grey,success,True,0.9161048803128757,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.119; rank=0.105
OWL ViT,owlvit,vid_res_035_woman_white_top_frame_01,examples/residence_images/vid_res_035_woman_white_top_frame_01.jpg,person woman white top,find woman white top,find,person,woman white top,person woman white top,woman white top,person,person,29.0,274.0,221.0,887.0,ground_truth_boxes.csv,32.0,285.0,223.0,859.0,0.0493507459759712,person,success,True,0.912843727912221,True,strict_success,google/owlvit-base-patch32; threshold=0.02; area=0.053; rank=0.085
OWL ViT,owlvit,vid_res_035_woman_white_top_frame_02,examples/residence_images/vid_res_035_woman_white_top_frame_02.jpg,person woman white top,find woman white top,find,person,woman white top,person woman white top,woman white top,person,person,154.0,290.0,347.0,884.0,ground_truth_boxes.csv,919.0,390.0,992.0,465.0,0.0437715202569961,person woman white top,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.02; area=0.003; rank=0.084
OWL ViT,owlvit,vid_res_035_woman_white_top_frame_03,examples/residence_images/vid_res_035_woman_white_top_frame_03.jpg,person woman white top,find woman white top,find,person,woman white top,person woman white top,woman white top,person,person,302.0,312.0,473.0,874.0,ground_truth_boxes.csv,1520.0,358.0,1665.0,677.0,0.0446668900549411,person,success,True,0.0,False,poor,google/owlvit-base-patch32; threshold=0.02; area=0.022; rank=0.083
OWL ViT,owlvit,vid_res_036_elevator_button_panel_frame_01,examples/residence_images/vid_res_036_elevator_button_panel_frame_01.jpg,elevator button panel,find elevator button panel,find,elevator button panel,,elevator button panel,elevator button panel,elevator button panel,object,824.0,162.0,1253.0,1063.0,ground_truth_boxes.csv,900.0,234.0,1026.0,303.0,0.0268447734415531,elevator button,success,True,0.022492490860970327,False,poor,google/owlvit-base-patch32; threshold=0.02; area=0.004; rank=0.067
OWL ViT,owlvit,vid_res_036_elevator_button_panel_frame_02,examples/residence_images/vid_res_036_elevator_button_panel_frame_02.jpg,elevator button panel,find elevator button panel,find,elevator button panel,,elevator button panel,elevator button panel,elevator button panel,object,842.0,286.0,1098.0,902.0,ground_truth_boxes.csv,890.0,296.0,1046.0,861.0,0.0581517405807971,button panel,success,True,0.5589234983766234,True,strict_success,google/owlvit-base-patch32; threshold=0.05; area=0.043; rank=0.095
OWL ViT,owlvit,vid_res_036_elevator_button_panel_frame_03,examples/residence_images/vid_res_036_elevator_button_panel_frame_03.jpg,elevator button panel,find elevator button panel,find,elevator button panel,,elevator button panel,elevator button panel,elevator button panel,object,1026.0,236.0,1293.0,933.0,ground_truth_boxes.csv,444.0,7.0,1698.0,1079.0,0.0683906972408294,elevator,success,True,0.13843685281725346,False,weak_overlap,google/owlvit-base-patch32; threshold=0.05; area=0.648; rank=0.017
