model_name,model_key,image_id,image_path,grounding_prompt,source_command,parsed_action,parsed_target_object,parsed_location_hint,model_grounding_prompt,original_grounding_prompt,target_object,target_type,gt_x_min,gt_y_min,gt_x_max,gt_y_max,ground_truth_source,pred_x_min,pred_y_min,pred_x_max,pred_y_max,confidence,matched_phrase,status,has_valid_prediction_box,iou,target_correct,bbox_quality,notes
Grounding DINO,grounding_dino,vid_res_001_man_in_lobby_by_door_frame_01,examples/residence_images/vid_res_001_man_in_lobby_by_door_frame_01.jpg,person by door,find man by door,find,person,by door,person by door,man by door,person,person,966.0,267.0,1185.0,852.0,ground_truth_boxes.csv,1694.0,372.0,1763.0,509.0,0.1530692875385284,person by door,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.005; rank=0.193
Grounding DINO,grounding_dino,vid_res_021_package_on_chair_frame_03,examples/residence_images/vid_res_021_package_on_chair_frame_03.jpg,package on chair,find package on chair,find,package,on chair,package on chair,package on chair,package,object,561.0,311.0,760.0,488.0,ground_truth_boxes.csv,384.0,219.0,827.0,1042.0,0.3467155396938324,package on chair,success,True,0.09661015554501096,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.176; rank=0.373
Grounding DINO,grounding_dino,vid_res_022_package_on_floor_frame_01,examples/residence_images/vid_res_022_package_on_floor_frame_01.jpg,package on floor,find package on floor,find,package,on floor,package on floor,package on floor,package,object,970.0,882.0,1197.0,1055.0,ground_truth_boxes.csv,764.0,56.0,1022.0,196.0,0.2270668298006057,package on floor,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.017; rank=0.266
Grounding DINO,grounding_dino,vid_res_022_package_on_floor_frame_02,examples/residence_images/vid_res_022_package_on_floor_frame_02.jpg,package on floor,find package on floor,find,package,on floor,package on floor,package on floor,package,object,934.0,814.0,1173.0,985.0,ground_truth_boxes.csv,722.0,77.0,965.0,204.0,0.2792305052280426,cardboard box,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.015; rank=0.278
Grounding DINO,grounding_dino,vid_res_022_package_on_floor_frame_03,examples/residence_images/vid_res_022_package_on_floor_frame_03.jpg,package on floor,find package on floor,find,package,on floor,package on floor,package on floor,package,object,926.0,894.0,1165.0,1077.0,ground_truth_boxes.csv,940.0,900.0,1152.0,1077.0,0.2293837815523147,box,success,True,0.8579463612044722,True,strict_success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.018; rank=0.268
Grounding DINO,grounding_dino,vid_res_023_package_infront_of_the_books_frame_01,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_01.jpg,package infront of books,find package infront of the books,find,package,infront of books,package infront of books,package infront of the books,package,object,252.0,482.0,716.0,787.0,ground_truth_boxes.csv,4.0,43.0,664.0,558.0,0.2528759837150574,package infront of books,success,True,0.06956552649586321,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.164; rank=0.280
Grounding DINO,grounding_dino,vid_res_023_package_infront_of_the_books_frame_02,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_02.jpg,package infront of books,find package infront of the books,find,package,infront of books,package infront of books,package infront of the books,package,object,241.0,485.0,729.0,816.0,ground_truth_boxes.csv,259.0,534.0,551.0,805.0,0.2257733792066574,package infront of books,success,True,0.4898964885344956,True,success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.038; rank=0.263
Grounding DINO,grounding_dino,vid_res_023_package_infront_of_the_books_frame_03,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_03.jpg,package infront of books,find package infront of the books,find,package,infront of books,package infront of books,package infront of the books,package,object,231.0,484.0,722.0,833.0,ground_truth_boxes.csv,245.0,539.0,547.0,819.0,0.2220668196678161,package infront of books,success,True,0.4934669319965686,True,success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.041; rank=0.259
Grounding DINO,grounding_dino,vid_res_024_package_between_books_and_shoes_frame_01,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_01.jpg,package between books,find package between books and shoes,find,package,between books and shoes,package between books,package between books and shoes,package,object,948.0,416.0,1225.0,709.0,ground_truth_boxes.csv,3.0,44.0,665.0,557.0,0.2452718168497085,package between books beside shoes,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.164; rank=0.232
Grounding DINO,grounding_dino,vid_res_024_package_between_books_and_shoes_frame_02,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_02.jpg,package between books,find package between books and shoes,find,package,between books and shoes,package between books,package between books and shoes,package,object,942.0,416.0,1267.0,733.0,ground_truth_boxes.csv,258.0,533.0,552.0,805.0,0.1868082284927368,box,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.039; rank=0.224
Grounding DINO,grounding_dino,vid_res_024_package_between_books_and_shoes_frame_03,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_03.jpg,package between books,find package between books and shoes,find,package,between books and shoes,package between books,package between books and shoes,package,object,956.0,414.0,1255.0,729.0,ground_truth_boxes.csv,245.0,539.0,548.0,819.0,0.2195325940847396,package between books beside shoes,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.041; rank=0.216
Grounding DINO,grounding_dino,vid_res_025_package_by_elevator_frame_01,examples/residence_images/vid_res_025_package_by_elevator_frame_01.jpg,package by elevator,find package by elevator,find,package,by elevator,package by elevator,package by elevator,package,object,454.0,508.0,585.0,626.0,ground_truth_boxes.csv,1274.0,509.0,1435.0,628.0,0.1758445650339126,box,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.009; rank=0.215
Grounding DINO,grounding_dino,vid_res_025_package_by_elevator_frame_02,examples/residence_images/vid_res_025_package_by_elevator_frame_02.jpg,package by elevator,find package by elevator,find,package,by elevator,package by elevator,package by elevator,package,object,544.0,599.0,659.0,716.0,ground_truth_boxes.csv,1304.0,637.0,1386.0,709.0,0.1664064228534698,box,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.003; rank=0.206
Grounding DINO,grounding_dino,vid_res_025_package_by_elevator_frame_03,examples/residence_images/vid_res_025_package_by_elevator_frame_03.jpg,package by elevator,find package by elevator,find,package,by elevator,package by elevator,package by elevator,package,object,541.0,590.0,649.0,710.0,ground_truth_boxes.csv,1284.0,613.0,1435.0,721.0,0.1626800596714019,box,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.008; rank=0.202
Grounding DINO,grounding_dino,vid_res_026_package_by_wall_frame_01,examples/residence_images/vid_res_026_package_by_wall_frame_01.jpg,package by wall,find package by wall opposite elevator,find,package,by wall opposite elevator,package by wall,package by wall opposite elevator,package,object,1264.0,504.0,1449.0,634.0,ground_truth_boxes.csv,1274.0,509.0,1435.0,628.0,0.1758445650339126,box,success,True,0.7966320166320167,True,strict_success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.009; rank=0.215
Grounding DINO,grounding_dino,vid_res_026_package_by_wall_frame_02,examples/residence_images/vid_res_026_package_by_wall_frame_02.jpg,package by wall,find package by wall opposite elevator,find,package,by wall opposite elevator,package by wall,package by wall opposite elevator,package,object,1293.0,605.0,1472.0,738.0,ground_truth_boxes.csv,1304.0,637.0,1386.0,709.0,0.1664064228534698,box,success,True,0.2479942873944638,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.003; rank=0.206
Grounding DINO,grounding_dino,vid_res_026_package_by_wall_frame_03,examples/residence_images/vid_res_026_package_by_wall_frame_03.jpg,package by wall,find package by wall opposite elevator,find,package,by wall opposite elevator,package by wall,package by wall opposite elevator,package,object,1278.0,606.0,1447.0,729.0,ground_truth_boxes.csv,1284.0,613.0,1435.0,721.0,0.1626800596714019,box,success,True,0.7845287920334825,True,strict_success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.008; rank=0.202
Grounding DINO,grounding_dino,vid_res_027_package_on_table_frame_01,examples/residence_images/vid_res_027_package_on_table_frame_01.jpg,table packages on,find packages on table,find,table,packages on,table packages on,packages on table,table,object,805.0,290.0,1169.0,435.0,ground_truth_boxes.csv,735.0,302.0,1454.0,711.0,0.4340482652187347,desk,success,True,0.16221740456173622,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.142; rank=0.463
Grounding DINO,grounding_dino,vid_res_027_package_on_table_frame_02,examples/residence_images/vid_res_027_package_on_table_frame_02.jpg,table packages on,find packages on table,find,table,packages on,table packages on,packages on table,table,object,710.0,322.0,1064.0,483.0,ground_truth_boxes.csv,639.0,332.0,1393.0,758.0,0.4368374049663543,desk,success,True,0.16460350306703125,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.155; rank=0.464
Grounding DINO,grounding_dino,vid_res_027_package_on_table_frame_03,examples/residence_images/vid_res_027_package_on_table_frame_03.jpg,table packages on,find packages on table,find,table,packages on,table packages on,packages on table,table,object,689.0,324.0,1071.0,475.0,ground_truth_boxes.csv,637.0,337.0,1377.0,755.0,0.4420652985572815,desk,success,True,0.16773257478856837,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.149; rank=0.470
Grounding DINO,grounding_dino,vid_res_028_package_by_door_right_frame_01,examples/residence_images/vid_res_028_package_by_door_right_frame_01.jpg,package by door,find package by door right,find,package,by door right,package by door,package by door right,package,object,615.0,751.0,818.0,891.0,ground_truth_boxes.csv,987.0,680.0,1085.0,755.0,0.2323478013277053,package by door,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.004; rank=0.272
Grounding DINO,grounding_dino,vid_res_028_package_by_door_right_frame_02,examples/residence_images/vid_res_028_package_by_door_right_frame_02.jpg,package by door,find package by door right,find,package,by door right,package by door,package by door right,package,object,633.0,776.0,813.0,911.0,ground_truth_boxes.csv,986.0,708.0,1083.0,780.0,0.2304526716470718,package by door,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.003; rank=0.270
Grounding DINO,grounding_dino,vid_res_028_package_by_door_right_frame_03,examples/residence_images/vid_res_028_package_by_door_right_frame_03.jpg,package by door,find package by door right,find,package,by door right,package by door,package by door right,package,object,619.0,765.0,810.0,898.0,ground_truth_boxes.csv,985.0,686.0,1087.0,762.0,0.2314519584178924,package by door,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.004; rank=0.271
Grounding DINO,grounding_dino,vid_res_029_package_by_door_left_frame_01,examples/residence_images/vid_res_029_package_by_door_left_frame_01.jpg,package by door,find package by door left,find,package,by door left,package by door,package by door left,package,object,794.0,624.0,946.0,754.0,ground_truth_boxes.csv,691.0,826.0,850.0,936.0,0.1901870220899582,box,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.008; rank=0.230
Grounding DINO,grounding_dino,vid_res_029_package_by_door_left_frame_02,examples/residence_images/vid_res_029_package_by_door_left_frame_02.jpg,package by door,find package by door left,find,package,by door left,package by door,package by door left,package,object,772.0,641.0,912.0,754.0,ground_truth_boxes.csv,900.0,15.0,1071.0,132.0,0.2496713250875473,apartment door,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.010; rank=0.249
Grounding DINO,grounding_dino,vid_res_029_package_by_door_left_frame_03,examples/residence_images/vid_res_029_package_by_door_left_frame_03.jpg,package by door,find package by door left,find,package,by door left,package by door,package by door left,package,object,805.0,598.0,953.0,720.0,ground_truth_boxes.csv,815.0,609.0,945.0,712.0,0.1923842430114746,box,success,True,0.7415817456801064,True,strict_success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.006; rank=0.232
Grounding DINO,grounding_dino,vid_res_030_second_closest_package_frame_01,examples/residence_images/vid_res_030_second_closest_package_frame_01.jpg,package second closest,find second closest package,find,package,second closest,package second closest,second closest package,package,object,717.0,755.0,879.0,885.0,ground_truth_boxes.csv,692.0,827.0,850.0,935.0,0.2132910192012787,package second closest,success,True,0.2536665570536008,True,success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.008; rank=0.253
Grounding DINO,grounding_dino,vid_res_030_second_closest_package_frame_02,examples/residence_images/vid_res_030_second_closest_package_frame_02.jpg,package second closest,find second closest package,find,package,second closest,package second closest,second closest package,package,object,701.0,747.0,854.0,861.0,ground_truth_boxes.csv,681.0,811.0,821.0,903.0,0.220165342092514,package second closest,success,True,0.2466902392895321,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.006; rank=0.260
Grounding DINO,grounding_dino,vid_res_030_second_closest_package_frame_03,examples/residence_images/vid_res_030_second_closest_package_frame_03.jpg,package second closest,find second closest package,find,package,second closest,package second closest,second closest package,package,object,730.0,720.0,888.0,839.0,ground_truth_boxes.csv,815.0,609.0,945.0,712.0,0.2046828120946884,package second closest,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.006; rank=0.244
Grounding DINO,grounding_dino,vid_res_031_package_in_front_frame_01,examples/residence_images/vid_res_031_package_in_front_frame_01.jpg,package in front,find package in front,find,package,in front,package in front,package in front,package,object,679.0,816.0,861.0,952.0,ground_truth_boxes.csv,804.0,635.0,938.0,742.0,0.2403963655233383,package in front,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.007; rank=0.280
Grounding DINO,grounding_dino,vid_res_031_package_in_front_frame_02,examples/residence_images/vid_res_031_package_in_front_frame_02.jpg,package in front,find package in front,find,package,in front,package in front,package in front,package,object,668.0,808.0,833.0,912.0,ground_truth_boxes.csv,785.0,651.0,905.0,746.0,0.2638589441776275,package in front,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.005; rank=0.303
Grounding DINO,grounding_dino,vid_res_031_package_in_front_frame_03,examples/residence_images/vid_res_031_package_in_front_frame_03.jpg,package in front,find package in front,find,package,in front,package in front,package in front,package,object,700.0,783.0,871.0,897.0,ground_truth_boxes.csv,815.0,609.0,945.0,712.0,0.2724018394947052,package in front,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.006; rank=0.312
Grounding DINO,grounding_dino,vid_res_032_packages_by_chair_frame_01,examples/residence_images/vid_res_032_packages_by_chair_frame_01.jpg,chair packages by,find packages by chair,find,chair,packages by,chair packages by,packages by chair,chair,object,949.0,665.0,1121.0,830.0,ground_truth_boxes.csv,1564.0,294.0,1812.0,783.0,0.2963729798793793,chair packages by,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.058; rank=0.332
Grounding DINO,grounding_dino,vid_res_032_packages_by_chair_frame_02,examples/residence_images/vid_res_032_packages_by_chair_frame_02.jpg,chair packages by,find packages by chair,find,chair,packages by,chair packages by,packages by chair,chair,object,948.0,697.0,1125.0,849.0,ground_truth_boxes.csv,1538.0,334.0,1779.0,802.0,0.2975462675094604,chair packages by,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.054; rank=0.333
Grounding DINO,grounding_dino,vid_res_032_packages_by_chair_frame_03,examples/residence_images/vid_res_032_packages_by_chair_frame_03.jpg,chair packages by,find packages by chair,find,chair,packages by,chair packages by,packages by chair,chair,object,969.0,671.0,1111.0,832.0,ground_truth_boxes.csv,1067.0,303.0,1291.0,724.0,0.29593625664711,chair packages by,success,True,0.020307574411759583,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.045; rank=0.332
Grounding DINO,grounding_dino,vid_res_033_man_in_blue_frame_01,examples/residence_images/vid_res_033_man_in_blue_frame_01.jpg,person man in blue,find man in blue,find,person,man in blue,person man in blue,man in blue,person,person,1096.0,249.0,1297.0,973.0,ground_truth_boxes.csv,895.0,231.0,1159.0,1025.0,0.14711494743824,person man in blue,success,True,0.14735985112816935,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.101; rank=0.179
Grounding DINO,grounding_dino,vid_res_033_man_in_blue_frame_02,examples/residence_images/vid_res_033_man_in_blue_frame_02.jpg,person man in blue,find man in blue,find,person,man in blue,person man in blue,man in blue,person,person,1153.0,258.0,1344.0,977.0,ground_truth_boxes.csv,944.0,241.0,1210.0,1036.0,0.1425223499536514,person man in blue,success,True,0.1331412272266549,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.102; rank=0.174
Grounding DINO,grounding_dino,vid_res_033_man_in_blue_frame_03,examples/residence_images/vid_res_033_man_in_blue_frame_03.jpg,person man in blue,find man in blue,find,person,man in blue,person man in blue,man in blue,person,person,1326.0,266.0,1539.0,1017.0,ground_truth_boxes.csv,1124.0,253.0,1398.0,1065.0,0.1384378969669342,person man in blue,success,True,0.16466339199522503,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.107; rank=0.170
Grounding DINO,grounding_dino,vid_res_034_man_in_grey_frame_01,examples/residence_images/vid_res_034_man_in_grey_frame_01.jpg,person man in grey,find man in grey,find,person,man in grey,person man in grey,man in grey,person,person,878.0,204.0,1183.0,1047.0,ground_truth_boxes.csv,900.0,233.0,1162.0,1028.0,0.1369297951459884,person man in grey,success,True,0.8101044279796978,True,strict_success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.100; rank=0.169
Grounding DINO,grounding_dino,vid_res_034_man_in_grey_frame_02,examples/residence_images/vid_res_034_man_in_grey_frame_02.jpg,person man in grey,find man in grey,find,person,man in grey,person man in grey,man in grey,person,person,987.0,238.0,1279.0,1068.0,ground_truth_boxes.csv,997.0,247.0,1266.0,1045.0,0.1174497008323669,person man in grey,success,True,0.8857154645981185,True,strict_success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.104; rank=0.149
Grounding DINO,grounding_dino,vid_res_034_man_in_grey_frame_03,examples/residence_images/vid_res_034_man_in_grey_frame_03.jpg,person man in grey,find man in grey,find,person,man in grey,person man in grey,man in grey,person,person,1110.0,221.0,1411.0,1073.0,ground_truth_boxes.csv,616.0,507.0,909.0,880.0,0.1166359633207321,person man in grey,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.053; rank=0.152
Grounding DINO,grounding_dino,vid_res_035_woman_white_top_frame_01,examples/residence_images/vid_res_035_woman_white_top_frame_01.jpg,person woman white top,find woman white top,find,person,woman white top,person woman white top,woman white top,person,person,29.0,274.0,221.0,887.0,ground_truth_boxes.csv,899.0,232.0,1163.0,1028.0,0.2125613987445831,person woman white top,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.101; rank=0.244
Grounding DINO,grounding_dino,vid_res_035_woman_white_top_frame_02,examples/residence_images/vid_res_035_woman_white_top_frame_02.jpg,person woman white top,find woman white top,find,person,woman white top,person woman white top,woman white top,person,person,154.0,290.0,347.0,884.0,ground_truth_boxes.csv,997.0,247.0,1266.0,1046.0,0.1930737495422363,person woman white top,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.104; rank=0.225
Grounding DINO,grounding_dino,vid_res_035_woman_white_top_frame_03,examples/residence_images/vid_res_035_woman_white_top_frame_03.jpg,person woman white top,find woman white top,find,person,woman white top,person woman white top,woman white top,person,person,302.0,312.0,473.0,874.0,ground_truth_boxes.csv,1123.0,253.0,1399.0,1064.0,0.1832164227962494,person woman white top,success,True,0.0,False,poor,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.108; rank=0.215
Grounding DINO,grounding_dino,vid_res_036_elevator_button_panel_frame_01,examples/residence_images/vid_res_036_elevator_button_panel_frame_01.jpg,elevator button panel,find elevator button panel,find,elevator button panel,,elevator button panel,elevator button panel,elevator button panel,object,824.0,162.0,1253.0,1063.0,ground_truth_boxes.csv,806.0,1.0,1268.0,1077.0,0.1511701643466949,elevator button panel,success,True,0.7775491237387148,True,strict_success,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.240; rank=0.172
Grounding DINO,grounding_dino,vid_res_036_elevator_button_panel_frame_02,examples/residence_images/vid_res_036_elevator_button_panel_frame_02.jpg,elevator button panel,find elevator button panel,find,elevator button panel,,elevator button panel,elevator button panel,elevator button panel,object,842.0,286.0,1098.0,902.0,ground_truth_boxes.csv,353.0,0.0,1349.0,1078.0,0.1963068097829818,elevator button panel,success,True,0.14687320711417096,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.518; rank=0.195
Grounding DINO,grounding_dino,vid_res_036_elevator_button_panel_frame_03,examples/residence_images/vid_res_036_elevator_button_panel_frame_03.jpg,elevator button panel,find elevator button panel,find,elevator button panel,,elevator button panel,elevator button panel,elevator button panel,object,1026.0,236.0,1293.0,933.0,ground_truth_boxes.csv,445.0,0.0,1685.0,1078.0,0.2114317119121551,elevator button panel near elevator,success,True,0.13922062960081394,False,weak_overlap,IDEA-Research/grounding-dino-tiny; threshold=0.08; area=0.645; rank=0.160
