image_id,candidate_id,label,score,threshold,x_min,y_min,x_max,y_max
vid_res_032_packages_by_chair_frame_01,2,chair,0.13358627259731293,0.05,1093.0,306.0,1335.0,723.0
vid_res_032_packages_by_chair_frame_02,1,chair,0.17036530375480652,0.05,1502.0,336.0,1790.0,805.0
vid_res_032_packages_by_chair_frame_02,2,chair,0.12484411895275116,0.05,1073.0,350.0,1303.0,745.0
vid_res_032_packages_by_chair_frame_03,1,chair,0.16854214668273926,0.05,1525.0,309.0,1819.0,787.0
vid_res_032_packages_by_chair_frame_03,2,chair,0.14019258320331573,0.05,1074.0,311.0,1312.0,728.0
vid_res_032_packages_by_chair_frame_03,3,chair,0.05820317193865776,0.05,1194.0,295.0,1563.0,769.0
vid_res_033_man_in_blue_frame_01,1,person,0.04595394432544708,0.02,29.0,285.0,218.0,862.0
vid_res_033_man_in_blue_frame_01,2,person,0.043271515518426895,0.02,250.0,347.0,412.0,664.0
vid_res_033_man_in_blue_frame_01,3,person,0.041997868567705154,0.02,887.0,236.0,1171.0,1018.0
vid_res_033_man_in_blue_frame_01,4,person,0.04170801490545273,0.02,386.0,272.0,657.0,920.0
vid_res_033_man_in_blue_frame_01,5,person,0.04047878086566925,0.02,650.0,311.0,814.0,814.0
vid_res_033_man_in_blue_frame_02,1,person,0.05201582610607147,0.05,441.0,284.0,711.0,931.0
vid_res_033_man_in_blue_frame_03,1,person,0.04468522593379021,0.02,1520.0,358.0,1665.0,676.0
vid_res_033_man_in_blue_frame_03,2,person,0.04004965350031853,0.02,200.0,301.0,416.0,976.0
vid_res_033_man_in_blue_frame_03,3,person,0.0387638695538044,0.02,489.0,362.0,637.0,676.0
vid_res_033_man_in_blue_frame_03,4,person,0.03764942288398743,0.02,0.0,214.0,291.0,1075.0
vid_res_033_man_in_blue_frame_03,5,person,0.03708680719137192,0.02,871.0,341.0,1038.0,862.0
vid_res_034_man_in_grey_frame_01,1,person man in grey,0.06546766310930252,0.05,892.0,234.0,1174.0,1017.0
vid_res_034_man_in_grey_frame_01,2,person man in grey,0.061614200472831726,0.05,385.0,273.0,661.0,924.0
vid_res_034_man_in_grey_frame_02,1,person man in grey,0.06734125316143036,0.05,990.0,250.0,1279.0,1036.0
vid_res_034_man_in_grey_frame_02,2,person man in grey,0.062384892255067825,0.05,497.0,290.0,761.0,933.0
vid_res_034_man_in_grey_frame_03,1,person man in grey,0.07425782084465027,0.05,1106.0,256.0,1415.0,1056.0
vid_res_034_man_in_grey_frame_03,2,person man in grey,0.06970356404781342,0.05,0.0,214.0,291.0,1075.0
vid_res_034_man_in_grey_frame_03,3,person man in grey,0.061134472489356995,0.05,632.0,303.0,889.0,940.0
vid_res_035_woman_white_top_frame_01,1,person,0.049350555986166,0.02,32.0,285.0,223.0,859.0
vid_res_035_woman_white_top_frame_01,2,person,0.046604424715042114,0.02,385.0,273.0,661.0,924.0
vid_res_035_woman_white_top_frame_01,3,person,0.04518929123878479,0.02,892.0,234.0,1174.0,1017.0
vid_res_035_woman_white_top_frame_01,4,person,0.043614599853754044,0.02,257.0,348.0,418.0,668.0
vid_res_035_woman_white_top_frame_01,5,person,0.04288517311215401,0.02,1288.0,340.0,1413.0,638.0
vid_res_035_woman_white_top_frame_02,1,person,0.04464446380734444,0.02,50.0,285.0,293.0,1005.0
vid_res_035_woman_white_top_frame_02,2,person woman white top,0.043771710246801376,0.02,919.0,390.0,992.0,465.0
vid_res_035_woman_white_top_frame_02,3,person,0.042599160224199295,0.02,1393.0,356.0,1521.0,652.0
vid_res_035_woman_white_top_frame_02,4,person,0.039058618247509,0.02,922.0,377.0,1009.0,596.0
vid_res_035_woman_white_top_frame_02,5,person,0.03802391141653061,0.02,750.0,328.0,915.0,847.0
vid_res_035_woman_white_top_frame_03,1,person,0.04466733708977699,0.02,1520.0,358.0,1665.0,677.0
vid_res_035_woman_white_top_frame_03,2,person,0.03988579660654068,0.02,200.0,301.0,416.0,974.0
vid_res_035_woman_white_top_frame_03,3,person,0.03867106884717941,0.02,490.0,362.0,637.0,676.0
vid_res_035_woman_white_top_frame_03,4,person,0.037666693329811096,0.02,0.0,214.0,291.0,1075.0
vid_res_035_woman_white_top_frame_03,5,person,0.03702899441123009,0.02,870.0,342.0,1038.0,862.0
vid_res_036_elevator_button_panel_frame_01,1,elevator button,0.026844818145036697,0.02,900.0,234.0,1026.0,303.0
vid_res_036_elevator_button_panel_frame_01,2,button panel,0.025935659185051918,0.02,815.0,2.0,1269.0,1074.0
vid_res_036_elevator_button_panel_frame_01,3,button panel,0.024874510243535042,0.02,865.0,189.0,1206.0,1032.0
vid_res_036_elevator_button_panel_frame_01,4,elevator button,0.02198825776576996,0.02,1049.0,232.0,1178.0,297.0
vid_res_036_elevator_button_panel_frame_02,1,button panel,0.05815167352557182,0.05,890.0,296.0,1046.0,861.0
vid_res_036_elevator_button_panel_frame_03,1,button panel,0.040402136743068695,0.02,1041.0,255.0,1252.0,886.0
