image_id,image_path,status,failure_stage,selection_stage,refinement_source,relational_prompt,initial_candidate_count,refined_candidate_count,selected_label,owl_score,gpt_selection_confidence,relation_match,gpt_edge_decision,gpt_edge_confidence,adjustment_applied,adjustment_gate,pre_adjustment_x_min,pre_adjustment_y_min,pre_adjustment_x_max,pre_adjustment_y_max,pred_x_min,pred_y_min,pred_x_max,pred_y_max,gt_x_min,gt_y_min,gt_x_max,gt_y_max,iou,bbox_quality,notes
vid_res_021_package_on_chair_frame_03,examples/residence_images/vid_res_021_package_on_chair_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_coarse_region,False,2,1,box,0.13905346393585205,0.74,True,adjust,0.78,True,applied,590.0,322.0,740.0,477.0,593.0,325.1,732.5,470.8,561.0,311.0,760.0,488.0,0.5770419896090622,strict_success,"Box includes small background on right and bottom, with minor slack on left and top; slight inward trims make it tighter around the package."
vid_res_022_package_on_floor_frame_01,examples/residence_images/vid_res_022_package_on_floor_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,3,1,box,0.13763026893138885,0.78,True,adjust,0.77,True,applied,984.75,892.5,1187.75,1048.5,990.84,900.3,1179.63,1043.82,970.0,882.0,1197.0,1055.0,0.6899529118178811,strict_success,Box includes small margins of floor/background on all sides; slight inward adjustments will tightly bound the package.
vid_res_022_package_on_floor_frame_02,examples/residence_images/vid_res_022_package_on_floor_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,3,1,box,0.1399272382259369,0.82,True,adjust,0.78,True,applied,962.75,838.0,1143.75,967.0,968.18,841.87,1136.51,961.84,934.0,814.0,1173.0,985.0,0.49412880422814387,success,Box slightly loose on all sides; small inward tweaks will tightly contain the package.
vid_res_022_package_on_floor_frame_03,examples/residence_images/vid_res_022_package_on_floor_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,1,box,0.18947267532348633,0.86,True,adjust,0.78,True,applied,943.75,900.0,1152.75,1074.0,950.02,903.48,1146.48,1068.78,926.0,894.0,1165.0,1077.0,0.7425026407846903,strict_success,Box includes small margins of floor on all sides; slight inward tweaks will tightly fit the package.
vid_res_023_package_infront_of_the_books_frame_01,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,5,2,box,0.05707596614956856,0.78,True,adjust,0.78,True,applied,457.5,492.5,706.5,688.5,467.46,496.42,699.03,684.58,252.0,482.0,716.0,787.0,0.30788730356133415,success,"Box is correct target; minor extra background on all sides, especially left and right. Small inward adjustments will tighten around the package."
vid_res_023_package_infront_of_the_books_frame_02,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,5,2,box,0.05249303951859474,0.64,True,adjust,0.73,True,applied,451.5,506.5,707.5,706.5,464.3,510.5,702.38,700.5,241.0,485.0,729.0,816.0,0.2800455648556287,success,Box slightly loose; includes sliver of adjacent package on left and extra background on top/right/bottom. Small tighten on all sides.
vid_res_023_package_infront_of_the_books_frame_03,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,5,1,box,0.054392583668231964,0.7,True,adjust,0.76,True,applied,438.5,504.5,704.5,712.5,451.8,510.74,696.52,708.34,231.0,484.0,722.0,833.0,0.28219511084915294,success,Box slightly loose on all sides; small inward shifts will snugly fit the package.
vid_res_024_package_between_books_and_shoes_frame_01,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,True,5,4,cardboard box,0.0656522661447525,0.77,True,adjust,0.7,True,applied,963.0,537.75,1182.0,695.75,956.43,537.75,1173.24,692.59,948.0,416.0,1225.0,709.0,0.4136329074309092,success,"Box slightly includes background on right and bottom, and clips a sliver on the left; small tweaks tighten around the package."
vid_res_024_package_between_books_and_shoes_frame_02,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,True,5,2,cardboard box,0.12741045653820038,0.84,True,adjust,0.82,True,applied,966.5,429.75,1234.5,714.75,974.54,441.15,1223.78,706.2,942.0,416.0,1267.0,733.0,0.6412138995389469,strict_success,"Tighten box around the package; current box includes small margins on left, top, right, and bottom."
vid_res_024_package_between_books_and_shoes_frame_03,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,True,5,2,cardboard box,0.12004784494638443,0.75,True,adjust,0.83,True,applied,975.0,422.75,1245.0,715.75,985.8,431.54,1236.9,704.03,956.0,414.0,1255.0,729.0,0.7264664118490208,strict_success,Box is slightly loose on all sides; minor inward adjustments tighten to the package edges.
vid_res_025_package_by_elevator_frame_01,examples/residence_images/vid_res_025_package_by_elevator_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,4,1,package by elevator,0.13083921372890472,0.86,True,adjust,0.76,True,applied,469.75,522.5,561.75,613.5,473.43,523.41,558.99,609.86,454.0,508.0,585.0,626.0,0.4785005822227975,success,"Slight extra background on left, right, and bottom; small trims will tightly bound the package."
vid_res_025_package_by_elevator_frame_02,examples/residence_images/vid_res_025_package_by_elevator_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,1,1,package by elevator,0.19165900349617004,0.8,True,adjust,0.75,True,applied,558.75,617.25,642.75,700.25,563.79,620.57,637.71,697.76,544.0,599.0,659.0,716.0,0.4240717056856189,success,Box is slightly loose on all sides; minor inward adjustments will better align with the package edges.
vid_res_025_package_by_elevator_frame_03,examples/residence_images/vid_res_025_package_by_elevator_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,1,1,package by elevator,0.13742473721504211,0.82,True,adjust,0.74,True,applied,550.75,614.0,635.75,695.0,555.85,614.0,631.5,691.76,541.0,590.0,649.0,710.0,0.4538999999999998,success,"Box is correct but current bounds include extra background on left, right, and bottom; small tightening needed."
vid_res_026_package_by_wall_frame_01,examples/residence_images/vid_res_026_package_by_wall_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_coarse_region,False,1,1,box,0.020618705078959465,0.83,True,adjust,0.74,True,applied,1279.0,508.0,1436.0,630.0,1286.85,510.44,1431.29,621.46,1264.0,504.0,1449.0,634.0,0.6667662702702708,strict_success,Box covers the package(s) but includes extra background on left and especially bottom; slight inward tightening on all sides improves fit.
vid_res_026_package_by_wall_frame_02,examples/residence_images/vid_res_026_package_by_wall_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_coarse_region,False,1,1,box,0.021763326600193977,0.82,True,adjust,0.79,True,applied,1309.5,614.0,1454.5,722.0,1313.85,618.32,1445.8,716.6,1293.0,605.0,1472.0,738.0,0.5447156718612173,strict_success,"Box is slightly loose on right, bottom, and top; minor trim on left for a tighter fit around the package."
vid_res_026_package_by_wall_frame_03,examples/residence_images/vid_res_026_package_by_wall_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_coarse_region,False,1,1,box,0.022301265969872475,0.82,True,adjust,0.78,True,applied,1283.0,615.0,1436.0,722.0,1286.06,617.14,1432.94,715.58,1278.0,606.0,1447.0,729.0,0.6955725790157318,strict_success,"Current box is slightly loose on all sides, especially bottom; small inward shifts will tightly bound the package."
vid_res_027_package_on_table_frame_01,examples/residence_images/vid_res_027_package_on_table_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,4,4,table,0.022332411259412766,0.8,True,adjust,0.73,True,applied,738.25,304.5,1462.25,469.5,752.73,312.75,1433.29,469.5,805.0,290.0,1169.0,435.0,0.3870865713780193,success,Box is slightly loose above and on the right; minor trim on the left. Bottom edge is acceptable given partial occlusion by chairs.
vid_res_027_package_on_table_frame_02,examples/residence_images/vid_res_027_package_on_table_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,3,3,table packages on,0.05319376289844513,0.78,True,adjust,0.73,True,applied,644.75,329.75,1393.75,491.75,667.22,334.61,1378.77,499.85,710.0,322.0,1064.0,483.0,0.4304315072160248,success,"Box slightly includes background on left, top, and right, and crops lower shelf; small shifts tighten around the table with packages on it."
vid_res_027_package_on_table_frame_03,examples/residence_images/vid_res_027_package_on_table_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,3,4,table packages on,0.05462593585252762,0.82,True,adjust,0.68,False,not_applied,650.0,337.5,1371.0,483.5,650.0,337.5,1371.0,483.5,689.0,324.0,1071.0,475.0,0.4756708294467638,success,The box includes extra background above the tabletop and below the shelf/legs area; horizontal edges look tight. Small vertical tightening improves fit around the table.
vid_res_028_package_by_door_right_frame_01,examples/residence_images/vid_res_028_package_by_door_right_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,1,box,0.20277917385101318,0.78,True,adjust,0.73,True,applied,630.0,770.75,793.0,880.75,631.63,774.05,786.48,875.25,615.0,751.0,818.0,891.0,0.5514011259676287,strict_success,"Package is correct; box has slight extra margins (top, right, bottom). Small inward tweaks tighten containment."
vid_res_028_package_by_door_right_frame_02,examples/residence_images/vid_res_028_package_by_door_right_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,1,box,0.138029083609581,0.86,True,adjust,0.77,True,applied,643.75,795.25,803.75,903.25,650.15,798.49,798.95,898.93,633.0,776.0,813.0,911.0,0.61504,strict_success,Box includes small margins of floor/background on all sides; slight inward trim will tightly contain the package.
vid_res_028_package_by_door_right_frame_03,examples/residence_images/vid_res_028_package_by_door_right_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,1,box,0.057492464780807495,0.66,True,adjust,0.68,False,not_applied,983.75,687.0,1087.75,767.0,983.75,687.0,1087.75,767.0,619.0,765.0,810.0,898.0,0.0,poor,Box crops into the package; small outward expansion on all sides will tightly include the full package.
vid_res_029_package_by_door_left_frame_01,examples/residence_images/vid_res_029_package_by_door_left_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,1,box,0.15789765119552612,0.72,True,adjust,0.86,True,applied,808.5,636.25,938.5,740.25,811.1,638.33,934.6,732.97,794.0,624.0,946.0,754.0,0.5914999999999999,strict_success,"Box is correctly selected but the current bounds leave extra background, especially on the bottom and right. Small inward adjustments will tighten around the package."
vid_res_029_package_by_door_left_frame_02,examples/residence_images/vid_res_029_package_by_door_left_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,1,1,box,0.13233670592308044,0.78,True,adjust,0.82,True,applied,787.5,651.75,906.5,744.75,791.07,653.61,902.93,740.1,772.0,641.0,912.0,754.0,0.6115531858407075,strict_success,"Box is correctly selected but the crop is a bit loose on all sides, especially the bottom; small inward shifts will tightly bound the package."
vid_res_029_package_by_door_left_frame_03,examples/residence_images/vid_res_029_package_by_door_left_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,1,box,0.1594843566417694,0.67,True,adjust,0.78,True,applied,818.0,610.25,946.0,712.25,823.12,613.31,942.16,707.15,805.0,598.0,953.0,720.0,0.6186704474966771,strict_success,Box is correctly selected but the frame is slightly loose on all sides; small inward adjustments will better hug the package.
vid_res_030_second_closest_package_frame_01,examples/residence_images/vid_res_030_second_closest_package_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_coarse_region,True,2,1,box,0.014923184178769588,0.74,True,adjust,0.68,False,not_applied,729.5,770.25,861.5,843.25,729.5,770.25,861.5,843.25,717.0,755.0,879.0,885.0,0.45754985754985755,success,Box slightly extends past the package on the right and includes a bit of the lower package; minor trim on right and bottom and a small top nudge tighten the fit.
vid_res_030_second_closest_package_frame_02,examples/residence_images/vid_res_030_second_closest_package_frame_02.jpg,success,,initial_candidate_retained_after_local_refinement,gpt_selected_initial_candidate,True,1,1,cardboard box,0.13390450179576874,0.62,True,adjust,0.72,True,applied,781.0,650.0,911.0,747.0,786.2,651.94,907.1,745.06,701.0,747.0,854.0,861.0,0.0,poor,Box is slightly loose on all sides; small inward tweaks make edges tighter without cutting the package.
vid_res_030_second_closest_package_frame_03,examples/residence_images/vid_res_030_second_closest_package_frame_03.jpg,success,,initial_candidate_retained_after_local_refinement,gpt_selected_initial_candidate,True,2,1,cardboard box,0.10541336238384247,0.8,True,adjust,0.79,True,applied,798.0,613.0,950.0,716.0,805.6,618.15,945.44,710.85,730.0,720.0,888.0,839.0,0.0,poor,Box includes small padding on all sides; tighten slightly for a snug fit.
vid_res_031_package_in_front_frame_01,examples/residence_images/vid_res_031_package_in_front_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,2,box,0.12851367890834808,0.72,True,adjust,0.75,True,applied,695.25,830.5,850.25,933.5,698.35,831.53,845.6,931.44,679.0,816.0,861.0,952.0,0.5943660108274084,strict_success,Box fits the package but has slight extra space on right and bottom; minor tightening on all sides improves fit.
vid_res_031_package_in_front_frame_02,examples/residence_images/vid_res_031_package_in_front_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,1,1,box,0.13233670592308044,0.66,True,adjust,0.76,True,applied,787.5,651.75,906.5,744.75,791.07,653.61,904.12,742.89,668.0,808.0,833.0,912.0,0.0,poor,Box is correct but margins are slightly loose on all sides; small tighten to fit the package edges.
vid_res_031_package_in_front_frame_03,examples/residence_images/vid_res_031_package_in_front_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,2,box,0.13169798254966736,0.72,True,adjust,0.78,True,applied,712.75,791.25,861.75,890.25,715.73,792.24,855.79,887.28,700.0,783.0,871.0,897.0,0.6828409972299165,strict_success,"Box slightly loose, especially on right and bottom; small trims on all sides for a tighter fit."
vid_res_032_packages_by_chair_frame_01,examples/residence_images/vid_res_032_packages_by_chair_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,1,chair,0.17954573035240173,0.78,True,adjust,0.8,True,applied,1081.5,287.75,1305.5,719.75,1081.5,287.75,1296.54,706.79,949.0,665.0,1121.0,830.0,0.014127951485266509,poor,Box slightly loose on the right and bottom; small trims make it tighter around the chair. Left and top edges are already close.
vid_res_032_packages_by_chair_frame_02,examples/residence_images/vid_res_032_packages_by_chair_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,1,chair,0.1726786196231842,0.76,True,adjust,0.78,True,applied,1071.5,333.25,1287.5,746.25,1075.82,341.51,1283.18,733.86,948.0,697.0,1125.0,849.0,0.017029527209525185,poor,Box includes small background margins on all sides; slight inward adjustments will tightly contain the chair.
vid_res_032_packages_by_chair_frame_03,examples/residence_images/vid_res_032_packages_by_chair_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,3,1,chair,0.13896444439888,0.68,True,adjust,0.73,True,applied,1068.5,296.75,1293.5,725.75,1075.25,313.91,1282.25,708.59,969.0,671.0,1111.0,832.0,0.01301959535848376,poor,"Box includes extra background on all sides, especially right and top; small inward trims will tightly frame the chair without cutting it off."
vid_res_033_man_in_blue_frame_01,examples/residence_images/vid_res_033_man_in_blue_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,5,5,person,0.042804375290870667,0.8,True,adjust,0.78,True,applied,1126.0,267.5,1241.0,958.5,1128.3,308.96,1237.55,944.68,1096.0,249.0,1297.0,973.0,0.4772574283279734,success,Box contains the man in blue but has small extra margins—especially above the head and on the right side. Minor tightening on all sides improves fit.
vid_res_033_man_in_blue_frame_02,examples/residence_images/vid_res_033_man_in_blue_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_coarse_region,False,1,4,person,0.042791470885276794,0.78,False,adjust,0.84,True,applied,1177.0,270.5,1304.0,964.5,1183.35,277.44,1300.19,950.62,1153.0,258.0,1344.0,977.0,0.5727439302696452,strict_success,"Slightly loose on all sides; trim left to exclude adjacent person, right to remove background, and tighten small top/bottom margins."
vid_res_033_man_in_blue_frame_03,examples/residence_images/vid_res_033_man_in_blue_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,5,2,person,0.06495831906795502,0.68,True,adjust,0.74,True,applied,1534.75,366.5,1629.75,670.5,1538.55,366.5,1624.05,655.3,1326.0,266.0,1539.0,1017.0,0.0007042931316137934,poor,"Person is fully inside but the box has extra space on the left, right, and below; small tightening improves fit."
vid_res_034_man_in_grey_frame_01,examples/residence_images/vid_res_034_man_in_grey_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,2,person man in grey,0.0767051950097084,0.86,True,adjust,0.78,True,applied,898.5,227.25,1161.5,1033.25,906.39,251.43,1150.98,1009.07,878.0,204.0,1183.0,1047.0,0.7207326200338372,strict_success,Box includes small extra background on all sides; slight inward adjustments will snugly fit the man in grey.
vid_res_034_man_in_grey_frame_02,examples/residence_images/vid_res_034_man_in_grey_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,2,2,person man in grey,0.07934211194515228,0.86,False,adjust,0.77,True,applied,996.75,240.5,1261.75,1050.5,1004.7,256.7,1248.5,1018.1,987.0,238.0,1279.0,1068.0,0.7659239148374319,strict_success,"Box includes extra background, particularly on the right and bottom, and slight slack on left/top. Small inward adjustments will tightly contain the man in grey."
vid_res_034_man_in_grey_frame_03,examples/residence_images/vid_res_034_man_in_grey_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,3,2,person man in grey,0.07587404549121857,0.86,False,adjust,0.82,True,applied,1120.75,248.0,1395.75,1068.0,1126.25,256.2,1379.25,1051.6,1110.0,221.0,1411.0,1073.0,0.784693431909285,strict_success,"Box is slightly loose, especially on the right and bottom; small trims will better fit the man in grey without cutting off parts."
vid_res_035_woman_white_top_frame_01,examples/residence_images/vid_res_035_woman_white_top_frame_01.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,5,1,person,0.06420067697763443,0.78,True,adjust,0.72,True,applied,58.0,282.5,201.0,858.5,63.72,317.06,196.71,846.98,29.0,274.0,221.0,887.0,0.5987804241435564,strict_success,"Box includes small extra space, especially above the head and along the left where background/occluder is inside; minor tightening on all sides."
vid_res_035_woman_white_top_frame_02,examples/residence_images/vid_res_035_woman_white_top_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,5,1,person,0.1261025071144104,0.68,False,adjust,0.71,True,applied,937.25,364.25,1016.25,597.25,939.62,368.91,1009.93,594.92,154.0,290.0,347.0,884.0,0.0,poor,Box contains the person but has extra space on the right and slight margins on left/top; minor tightening improves fit.
vid_res_035_woman_white_top_frame_03,examples/residence_images/vid_res_035_woman_white_top_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,5,2,person,0.08154331892728806,0.72,True,adjust,0.77,True,applied,330.0,319.75,465.0,867.75,336.75,319.75,460.95,867.75,302.0,312.0,473.0,874.0,0.708222513579322,strict_success,Box includes small extra background on left and right; top and bottom already tight around head and feet.
vid_res_036_elevator_button_panel_frame_01,examples/residence_images/vid_res_036_elevator_button_panel_frame_01.jpg,success,,initial_candidate_retained_after_local_refinement,gpt_selected_initial_candidate,False,4,2,button panel,0.024874510243535042,0.74,False,accept,0.86,False,not_applied,865.0,189.0,1206.0,1032.0,865.0,189.0,1206.0,1032.0,824.0,162.0,1253.0,1063.0,0.7437035772218902,strict_success,Box tightly contains the entire elevator button panel with minimal extra background and no cutoff.
vid_res_036_elevator_button_panel_frame_02,examples/residence_images/vid_res_036_elevator_button_panel_frame_02.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,1,2,button panel,0.010524829849600792,0.86,True,adjust,0.78,True,applied,894.0,311.75,1040.0,867.75,898.38,311.75,1037.08,851.07,842.0,286.0,1098.0,902.0,0.4743537185470777,success,"Box slightly includes surrounding wall on left, right, and a bit below the panel; minor tightening keeps it snug to the elevator button panel."
vid_res_036_elevator_button_panel_frame_03,examples/residence_images/vid_res_036_elevator_button_panel_frame_03.jpg,success,,gpt_selected_refined_candidate,gpt_selected_initial_candidate,False,1,5,button panel,0.007971039041876793,0.84,False,adjust,0.78,True,applied,989.25,101.25,1304.25,1043.25,1008.15,120.09,1297.95,1024.41,1026.0,236.0,1293.0,933.0,0.7101065563922111,strict_success,Current box includes extra wall on the left and slight margins above and below the panel; small inward shifts will better hug the elevator button panel.
