image_id,frame_key,annotation_id,image_path,annotated_image_path,raw_filename,annotated_filename,raw_match_method,gt_x_min,gt_y_min,gt_x_max,gt_y_max,raw_width,raw_height,annotated_width,annotated_height,source_x_min,source_y_min,source_x_max,source_y_max,scale_x_to_raw,scale_y_to_raw,green_pixel_count,box_area_ratio,selected_tolerance,coordinate_source,aspect_ratio_relative_difference,warning
vid_res_020_package_on_table_frame_01,vid_res_020_frame_01,vid_res_020_package_on_table_frame_01,examples/residence_images/vid_res_020_package_on_table_frame_01.jpg,examples/ground_truth_annotated/vid_res_020_package_on_table_frame_01.jpg,vid_res_020_package_on_table_frame_01.jpg,vid_res_020_package_on_table_frame_01.jpg,exact_image_id,748,41,1036,206,1920,1080,1920,1080,748,41,1036,206,1.0,1.0,4447,0.022917,35,annotation_auto_extract,0.0,
vid_res_020_package_on_table_frame_02,vid_res_020_frame_02,vid_res_020_package_on_table_frame_02,examples/residence_images/vid_res_020_package_on_table_frame_02.jpg,examples/ground_truth_annotated/vid_res_020_package_on_table_frame_02.jpg,vid_res_020_package_on_table_frame_02.jpg,vid_res_020_package_on_table_frame_02.jpg,exact_image_id,703,57,985,217,1920,1080,1920,1080,703,57,985,217,1.0,1.0,4337,0.021759,35,annotation_auto_extract,0.0,
vid_res_020_package_on_table_frame_03,vid_res_020_frame_03,vid_res_020_package_on_table_frame_03,examples/residence_images/vid_res_020_package_on_table_frame_03.jpg,examples/ground_truth_annotated/vid_res_020_package_on_table_frame_03.jpg,vid_res_020_package_on_table_frame_03.jpg,vid_res_020_package_on_table_frame_03.jpg,exact_image_id,758,26,1055,195,1920,1080,1920,1080,758,26,1055,195,1.0,1.0,4562,0.024206,35,annotation_auto_extract,0.0,
vid_res_021_package_on_chair_frame_01,vid_res_021_frame_01,vid_res_021_package_on_chair_frame_01,examples/residence_images/vid_res_021_package_on_chair_frame_01.jpg,examples/ground_truth_annotated/vid_res_021_package_on_chair_frame_01.jpg,vid_res_021_package_on_chair_frame_01.jpg,vid_res_021_package_on_chair_frame_01.jpg,exact_image_id,572,327,796,511,1920,1080,1920,1080,572,327,796,511,1.0,1.0,4001,0.019877,35,annotation_auto_extract,0.0,
vid_res_021_package_on_chair_frame_02,vid_res_021_frame_02,vid_res_021_package_on_chair_frame_02,examples/residence_images/vid_res_021_package_on_chair_frame_02.jpg,examples/ground_truth_annotated/vid_res_021_package_on_chair_frame_02.jpg,vid_res_021_package_on_chair_frame_02.jpg,vid_res_021_package_on_chair_frame_02.jpg,exact_image_id,554,330,780,501,1920,1080,1920,1080,554,330,780,501,1.0,1.0,3975,0.018637,35,annotation_auto_extract,0.0,
vid_res_021_package_on_chair_frame_03,vid_res_021_frame_03,vid_res_021_package_on_chair_frame_03,examples/residence_images/vid_res_021_package_on_chair_frame_03.jpg,examples/ground_truth_annotated/vid_res_021_package_on_chair_frame_03.jpg,vid_res_021_package_on_chair_frame_03.jpg,vid_res_021_package_on_chair_frame_03.jpg,exact_image_id,561,311,760,488,1920,1080,1920,1080,561,311,760,488,1.0,1.0,3677,0.016986,35,annotation_auto_extract,0.0,
vid_res_022_package_on_floor_frame_01,vid_res_022_frame_01,vid_res_022_package_on_floor_frame_01,examples/residence_images/vid_res_022_package_on_floor_frame_01.jpg,examples/ground_truth_annotated/vid_res_022_package_on_floor_frame_01.jpg,vid_res_022_package_on_floor_frame_01.jpg,vid_res_022_package_on_floor_frame_01.jpg,exact_image_id,970,882,1197,1055,1920,1080,1920,1080,970,882,1197,1055,1.0,1.0,3988,0.018939,35,annotation_auto_extract,0.0,
vid_res_022_package_on_floor_frame_02,vid_res_022_frame_02,vid_res_022_package_on_floor_frame_02,examples/residence_images/vid_res_022_package_on_floor_frame_02.jpg,examples/ground_truth_annotated/vid_res_022_package_on_floor_frame_02.jpg,vid_res_022_package_on_floor_frame_02.jpg,vid_res_022_package_on_floor_frame_02.jpg,exact_image_id,934,814,1173,985,1920,1080,1920,1080,934,814,1173,985,1.0,1.0,4046,0.019709,35,annotation_auto_extract,0.0,
vid_res_022_package_on_floor_frame_03,vid_res_022_frame_03,vid_res_022_package_on_floor_frame_03,examples/residence_images/vid_res_022_package_on_floor_frame_03.jpg,examples/ground_truth_annotated/vid_res_022_package_on_floor_frame_03.jpg,vid_res_022_package_on_floor_frame_03.jpg,vid_res_022_package_on_floor_frame_03.jpg,exact_image_id,926,894,1165,1077,1920,1080,1920,1080,926,894,1165,1077,1.0,1.0,4182,0.021092,35,annotation_auto_extract,0.0,box touches right or bottom edge
vid_res_023_package_infront_of_the_books_frame_01,vid_res_023_frame_01,vid_res_023_package_infront_of_the_books_frame_01,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_01.jpg,examples/ground_truth_annotated/vid_res_023_package_infront_of_the_books_frame_01.jpg,vid_res_023_package_infront_of_the_books_frame_01.jpg,vid_res_023_package_infront_of_the_books_frame_01.jpg,exact_image_id,252,482,716,787,1920,1080,1920,1080,252,482,716,787,1.0,1.0,7593,0.068248,35,annotation_auto_extract,0.0,
vid_res_023_package_infront_of_the_books_frame_02,vid_res_023_frame_02,vid_res_023_package_infront_of_the_books_frame_02,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_02.jpg,examples/ground_truth_annotated/vid_res_023_package_infront_of_the_books_frame_02.jpg,vid_res_023_package_infront_of_the_books_frame_02.jpg,vid_res_023_package_infront_of_the_books_frame_02.jpg,exact_image_id,241,485,729,816,1920,1080,1920,1080,241,485,729,816,1.0,1.0,8108,0.077897,35,annotation_auto_extract,0.0,
vid_res_023_package_infront_of_the_books_frame_03,vid_res_023_frame_03,vid_res_023_package_infront_of_the_books_frame_03,examples/residence_images/vid_res_023_package_infront_of_the_books_frame_03.jpg,examples/ground_truth_annotated/vid_res_023_package_infront_of_the_books_frame_03.jpg,vid_res_023_package_infront_of_the_books_frame_03.jpg,vid_res_023_package_infront_of_the_books_frame_03.jpg,exact_image_id,231,484,722,833,1920,1080,1920,1080,231,484,722,833,1.0,1.0,8309,0.082638,35,annotation_auto_extract,0.0,
vid_res_024_package_between_books_and_shoes_frame_01,vid_res_024_frame_01,vid_res_024_package_between_books_and_shoes_frame_01,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_01.jpg,examples/ground_truth_annotated/vid_res_024_package_between_books_and_shoes_frame_01.jpg,vid_res_024_package_between_books_and_shoes_frame_01.jpg,vid_res_024_package_between_books_and_shoes_frame_01.jpg,exact_image_id,948,416,1225,709,1920,1080,1920,1080,948,416,1225,709,1.0,1.0,5605,0.03914,35,annotation_auto_extract,0.0,
vid_res_024_package_between_books_and_shoes_frame_02,vid_res_024_frame_02,vid_res_024_package_between_books_and_shoes_frame_02,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_02.jpg,examples/ground_truth_annotated/vid_res_024_package_between_books_and_shoes_frame_02.jpg,vid_res_024_package_between_books_and_shoes_frame_02.jpg,vid_res_024_package_between_books_and_shoes_frame_02.jpg,exact_image_id,942,416,1267,733,1920,1080,1920,1080,942,416,1267,733,1.0,1.0,6350,0.049684,35,annotation_auto_extract,0.0,
vid_res_024_package_between_books_and_shoes_frame_03,vid_res_024_frame_03,vid_res_024_package_between_books_and_shoes_frame_03,examples/residence_images/vid_res_024_package_between_books_and_shoes_frame_03.jpg,examples/ground_truth_annotated/vid_res_024_package_between_books_and_shoes_frame_03.jpg,vid_res_024_package_between_books_and_shoes_frame_03.jpg,vid_res_024_package_between_books_and_shoes_frame_03.jpg,exact_image_id,956,414,1255,729,1920,1080,1920,1080,956,414,1255,729,1.0,1.0,6069,0.045421,35,annotation_auto_extract,0.0,
vid_res_025_package_by_elevator_frame_01,vid_res_025_frame_01,vid_res_025_package_by_elevator_frame_01,examples/residence_images/vid_res_025_package_by_elevator_frame_01.jpg,examples/ground_truth_annotated/vid_res_025_package_by_elevator_frame_01.jpg,vid_res_025_package_by_elevator_frame_01.jpg,vid_res_025_package_by_elevator_frame_01.jpg,exact_image_id,454,508,585,626,1920,1080,1920,1080,454,508,585,626,1.0,1.0,2408,0.007455,35,annotation_auto_extract,0.0,
vid_res_025_package_by_elevator_frame_02,vid_res_025_frame_02,vid_res_025_package_by_elevator_frame_02,examples/residence_images/vid_res_025_package_by_elevator_frame_02.jpg,examples/ground_truth_annotated/vid_res_025_package_by_elevator_frame_02.jpg,vid_res_025_package_by_elevator_frame_02.jpg,vid_res_025_package_by_elevator_frame_02.jpg,exact_image_id,544,599,659,716,1920,1080,1920,1080,544,599,659,716,1.0,1.0,2238,0.006489,35,annotation_auto_extract,0.0,
vid_res_025_package_by_elevator_frame_03,vid_res_025_frame_03,vid_res_025_package_by_elevator_frame_03,examples/residence_images/vid_res_025_package_by_elevator_frame_03.jpg,examples/ground_truth_annotated/vid_res_025_package_by_elevator_frame_03.jpg,vid_res_025_package_by_elevator_frame_03.jpg,vid_res_025_package_by_elevator_frame_03.jpg,exact_image_id,541,590,649,710,1920,1080,1920,1080,541,590,649,710,1.0,1.0,2198,0.00625,35,annotation_auto_extract,0.0,
vid_res_026_package_by_wall_frame_01,vid_res_026_frame_01,vid_res_026_package_by_wall_opposite_elevator_frame_01,examples/residence_images/vid_res_026_package_by_wall_frame_01.jpg,examples/ground_truth_annotated/vid_res_026_package_by_wall_opposite_elevator_frame_01.jpg,vid_res_026_package_by_wall_frame_01.jpg,vid_res_026_package_by_wall_opposite_elevator_frame_01.jpg,frame_key_match,1264,504,1449,634,1920,1080,1920,1080,1264,504,1449,634,1.0,1.0,3066,0.011598,35,annotation_auto_extract,0.0,
vid_res_026_package_by_wall_frame_02,vid_res_026_frame_02,vid_res_026_package_by_wall_opposite_elevator_frame_02,examples/residence_images/vid_res_026_package_by_wall_frame_02.jpg,examples/ground_truth_annotated/vid_res_026_package_by_wall_opposite_elevator_frame_02.jpg,vid_res_026_package_by_wall_frame_02.jpg,vid_res_026_package_by_wall_opposite_elevator_frame_02.jpg,frame_key_match,1293,605,1472,738,1920,1080,1920,1080,1293,605,1472,738,1.0,1.0,3038,0.011481,35,annotation_auto_extract,0.0,
vid_res_026_package_by_wall_frame_03,vid_res_026_frame_03,vid_res_026_package_by_wall_opposite_elevator_frame_03,examples/residence_images/vid_res_026_package_by_wall_frame_03.jpg,examples/ground_truth_annotated/vid_res_026_package_by_wall_opposite_elevator_frame_03.jpg,vid_res_026_package_by_wall_frame_03.jpg,vid_res_026_package_by_wall_opposite_elevator_frame_03.jpg,frame_key_match,1278,606,1447,729,1920,1080,1920,1080,1278,606,1447,729,1.0,1.0,2840,0.010025,35,annotation_auto_extract,0.0,
vid_res_027_package_on_table_frame_01,vid_res_027_frame_01,vid_res_027_packages_on_table_frame_01,examples/residence_images/vid_res_027_package_on_table_frame_01.jpg,examples/ground_truth_annotated/vid_res_027_packages_on_table_frame_01.jpg,vid_res_027_package_on_table_frame_01.jpg,vid_res_027_packages_on_table_frame_01.jpg,frame_key_match,805,290,1169,435,1920,1080,1920,1080,805,290,1169,435,1.0,1.0,5000,0.025453,35,annotation_auto_extract,0.0,
vid_res_027_package_on_table_frame_02,vid_res_027_frame_02,vid_res_027_packages_on_table_frame_02,examples/residence_images/vid_res_027_package_on_table_frame_02.jpg,examples/ground_truth_annotated/vid_res_027_packages_on_table_frame_02.jpg,vid_res_027_package_on_table_frame_02.jpg,vid_res_027_packages_on_table_frame_02.jpg,frame_key_match,710,322,1064,483,1920,1080,1920,1080,710,322,1064,483,1.0,1.0,5072,0.027486,35,annotation_auto_extract,0.0,
vid_res_027_package_on_table_frame_03,vid_res_027_frame_03,vid_res_027_packages_on_table_frame_03,examples/residence_images/vid_res_027_package_on_table_frame_03.jpg,examples/ground_truth_annotated/vid_res_027_packages_on_table_frame_03.jpg,vid_res_027_package_on_table_frame_03.jpg,vid_res_027_packages_on_table_frame_03.jpg,frame_key_match,689,324,1071,475,1920,1080,1920,1080,689,324,1071,475,1.0,1.0,5250,0.027817,35,annotation_auto_extract,0.0,
vid_res_028_package_by_door_right_frame_01,vid_res_028_frame_01,vid_res_028_package_by_door_right_frame_01,examples/residence_images/vid_res_028_package_by_door_right_frame_01.jpg,examples/ground_truth_annotated/vid_res_028_package_by_door_right_frame_01.jpg,vid_res_028_package_by_door_right_frame_01.jpg,vid_res_028_package_by_door_right_frame_01.jpg,exact_image_id,615,751,818,891,1920,1080,1920,1080,615,751,818,891,1.0,1.0,3344,0.013706,35,annotation_auto_extract,0.0,
vid_res_028_package_by_door_right_frame_02,vid_res_028_frame_02,vid_res_028_package_by_door_right_frame_02,examples/residence_images/vid_res_028_package_by_door_right_frame_02.jpg,examples/ground_truth_annotated/vid_res_028_package_by_door_right_frame_02.jpg,vid_res_028_package_by_door_right_frame_02.jpg,vid_res_028_package_by_door_right_frame_02.jpg,exact_image_id,633,776,813,911,1920,1080,1920,1080,633,776,813,911,1.0,1.0,3068,0.011719,35,annotation_auto_extract,0.0,
vid_res_028_package_by_door_right_frame_03,vid_res_028_frame_03,vid_res_028_package_by_door_right_frame_03,examples/residence_images/vid_res_028_package_by_door_right_frame_03.jpg,examples/ground_truth_annotated/vid_res_028_package_by_door_right_frame_03.jpg,vid_res_028_package_by_door_right_frame_03.jpg,vid_res_028_package_by_door_right_frame_03.jpg,exact_image_id,619,765,810,898,1920,1080,1920,1080,619,765,810,898,1.0,1.0,3153,0.012251,35,annotation_auto_extract,0.0,
vid_res_029_package_by_door_left_frame_01,vid_res_029_frame_01,vid_res_029_package_by_door_left_frame_01,examples/residence_images/vid_res_029_package_by_door_left_frame_01.jpg,examples/ground_truth_annotated/vid_res_029_package_by_door_left_frame_01.jpg,vid_res_029_package_by_door_left_frame_01.jpg,vid_res_029_package_by_door_left_frame_01.jpg,exact_image_id,794,624,946,754,1920,1080,1920,1080,794,624,946,754,1.0,1.0,2740,0.009529,35,annotation_auto_extract,0.0,
vid_res_029_package_by_door_left_frame_02,vid_res_029_frame_02,vid_res_029_package_by_door_left_frame_02,examples/residence_images/vid_res_029_package_by_door_left_frame_02.jpg,examples/ground_truth_annotated/vid_res_029_package_by_door_left_frame_02.jpg,vid_res_029_package_by_door_left_frame_02.jpg,vid_res_029_package_by_door_left_frame_02.jpg,exact_image_id,772,641,912,754,1920,1080,1920,1080,772,641,912,754,1.0,1.0,2445,0.007629,35,annotation_auto_extract,0.0,
vid_res_029_package_by_door_left_frame_03,vid_res_029_frame_03,vid_res_029_package_by_door_left_frame_03,examples/residence_images/vid_res_029_package_by_door_left_frame_03.jpg,examples/ground_truth_annotated/vid_res_029_package_by_door_left_frame_03.jpg,vid_res_029_package_by_door_left_frame_03.jpg,vid_res_029_package_by_door_left_frame_03.jpg,exact_image_id,805,598,953,720,1920,1080,1920,1080,805,598,953,720,1.0,1.0,2617,0.008708,35,annotation_auto_extract,0.0,
vid_res_030_second_closest_package_frame_01,vid_res_030_frame_01,vid_res_030_second_closest_package_frame_01,examples/residence_images/vid_res_030_second_closest_package_frame_01.jpg,examples/ground_truth_annotated/vid_res_030_second_closest_package_frame_01.jpg,vid_res_030_second_closest_package_frame_01.jpg,vid_res_030_second_closest_package_frame_01.jpg,exact_image_id,717,755,879,885,1920,1080,1920,1080,717,755,879,885,1.0,1.0,2841,0.010156,35,annotation_auto_extract,0.0,
vid_res_030_second_closest_package_frame_02,vid_res_030_frame_02,vid_res_030_second_closest_package_frame_02,examples/residence_images/vid_res_030_second_closest_package_frame_02.jpg,examples/ground_truth_annotated/vid_res_030_second_closest_package_frame_02.jpg,vid_res_030_second_closest_package_frame_02.jpg,vid_res_030_second_closest_package_frame_02.jpg,exact_image_id,701,747,854,861,1920,1080,1920,1080,701,747,854,861,1.0,1.0,2577,0.008411,35,annotation_auto_extract,0.0,
vid_res_030_second_closest_package_frame_03,vid_res_030_frame_03,vid_res_030_second_closest_package_frame_03,examples/residence_images/vid_res_030_second_closest_package_frame_03.jpg,examples/ground_truth_annotated/vid_res_030_second_closest_package_frame_03.jpg,vid_res_030_second_closest_package_frame_03.jpg,vid_res_030_second_closest_package_frame_03.jpg,exact_image_id,730,720,888,839,1920,1080,1920,1080,730,720,888,839,1.0,1.0,2689,0.009067,35,annotation_auto_extract,0.0,
vid_res_031_package_in_front_frame_01,vid_res_031_frame_01,vid_res_031_package_in_front_frame_01,examples/residence_images/vid_res_031_package_in_front_frame_01.jpg,examples/ground_truth_annotated/vid_res_031_package_in_front_frame_01.jpg,vid_res_031_package_in_front_frame_01.jpg,vid_res_031_package_in_front_frame_01.jpg,exact_image_id,679,816,861,952,1920,1080,1920,1080,679,816,861,952,1.0,1.0,3085,0.011937,35,annotation_auto_extract,0.0,
vid_res_031_package_in_front_frame_02,vid_res_031_frame_02,vid_res_031_package_in_front_frame_02,examples/residence_images/vid_res_031_package_in_front_frame_02.jpg,examples/ground_truth_annotated/vid_res_031_package_in_front_frame_02.jpg,vid_res_031_package_in_front_frame_02.jpg,vid_res_031_package_in_front_frame_02.jpg,exact_image_id,668,808,833,912,1920,1080,1920,1080,668,808,833,912,1.0,1.0,2601,0.008275,35,annotation_auto_extract,0.0,
vid_res_031_package_in_front_frame_03,vid_res_031_frame_03,vid_res_031_package_in_front_frame_03,examples/residence_images/vid_res_031_package_in_front_frame_03.jpg,examples/ground_truth_annotated/vid_res_031_package_in_front_frame_03.jpg,vid_res_031_package_in_front_frame_03.jpg,vid_res_031_package_in_front_frame_03.jpg,exact_image_id,700,783,871,897,1920,1080,1920,1080,700,783,871,897,1.0,1.0,2773,0.009401,35,annotation_auto_extract,0.0,
vid_res_032_packages_by_chair_frame_01,vid_res_032_frame_01,vid_res_032_packages_by_chair_frame_01,examples/residence_images/vid_res_032_packages_by_chair_frame_01.jpg,examples/ground_truth_annotated/vid_res_032_packages_by_chair_frame_01.jpg,vid_res_032_packages_by_chair_frame_01.jpg,vid_res_032_packages_by_chair_frame_01.jpg,exact_image_id,949,665,1121,830,1920,1080,1920,1080,949,665,1121,830,1.0,1.0,3288,0.013686,35,annotation_auto_extract,0.0,
vid_res_032_packages_by_chair_frame_02,vid_res_032_frame_02,vid_res_032_packages_by_chair_frame_02,examples/residence_images/vid_res_032_packages_by_chair_frame_02.jpg,examples/ground_truth_annotated/vid_res_032_packages_by_chair_frame_02.jpg,vid_res_032_packages_by_chair_frame_02.jpg,vid_res_032_packages_by_chair_frame_02.jpg,exact_image_id,948,697,1125,849,1920,1080,1920,1080,948,697,1125,849,1.0,1.0,3211,0.012975,35,annotation_auto_extract,0.0,
vid_res_032_packages_by_chair_frame_03,vid_res_032_frame_03,vid_res_032_packages_by_chair_frame_03,examples/residence_images/vid_res_032_packages_by_chair_frame_03.jpg,examples/ground_truth_annotated/vid_res_032_packages_by_chair_frame_03.jpg,vid_res_032_packages_by_chair_frame_03.jpg,vid_res_032_packages_by_chair_frame_03.jpg,exact_image_id,969,671,1111,832,1920,1080,1920,1080,969,671,1111,832,1.0,1.0,2945,0.011025,35,annotation_auto_extract,0.0,
vid_res_033_man_in_blue_frame_01,vid_res_033_frame_01,vid_res_033_man_in_blue_frame_01,examples/residence_images/vid_res_033_man_in_blue_frame_01.jpg,examples/ground_truth_annotated/vid_res_033_man_in_blue_frame_01.jpg,vid_res_033_man_in_blue_frame_01.jpg,vid_res_033_man_in_blue_frame_01.jpg,exact_image_id,1096,249,1297,973,1920,1080,1920,1080,1096,249,1297,973,1.0,1.0,9151,0.070179,35,annotation_auto_extract,0.0,
vid_res_033_man_in_blue_frame_02,vid_res_033_frame_02,vid_res_033_man_in_blue_frame_02,examples/residence_images/vid_res_033_man_in_blue_frame_02.jpg,examples/ground_truth_annotated/vid_res_033_man_in_blue_frame_02.jpg,vid_res_033_man_in_blue_frame_02.jpg,vid_res_033_man_in_blue_frame_02.jpg,exact_image_id,1153,258,1344,977,1920,1080,1920,1080,1153,258,1344,977,1.0,1.0,9017,0.066227,35,annotation_auto_extract,0.0,
vid_res_033_man_in_blue_frame_03,vid_res_033_frame_03,vid_res_033_man_in_blue_frame_03,examples/residence_images/vid_res_033_man_in_blue_frame_03.jpg,examples/ground_truth_annotated/vid_res_033_man_in_blue_frame_03.jpg,vid_res_033_man_in_blue_frame_03.jpg,vid_res_033_man_in_blue_frame_03.jpg,exact_image_id,1326,266,1539,1017,1920,1080,1920,1080,1326,266,1539,1017,1.0,1.0,9553,0.077143,35,annotation_auto_extract,0.0,
vid_res_034_man_in_grey_frame_01,vid_res_034_frame_01,vid_res_034_man_in_grey_frame_01,examples/residence_images/vid_res_034_man_in_grey_frame_01.jpg,examples/ground_truth_annotated/vid_res_034_man_in_grey_frame_01.jpg,vid_res_034_man_in_grey_frame_01.jpg,vid_res_034_man_in_grey_frame_01.jpg,exact_image_id,878,204,1183,1047,1920,1080,1920,1080,878,204,1183,1047,1.0,1.0,11400,0.123995,35,annotation_auto_extract,0.0,
vid_res_034_man_in_grey_frame_02,vid_res_034_frame_02,vid_res_034_man_in_grey_frame_02,examples/residence_images/vid_res_034_man_in_grey_frame_02.jpg,examples/ground_truth_annotated/vid_res_034_man_in_grey_frame_02.jpg,vid_res_034_man_in_grey_frame_02.jpg,vid_res_034_man_in_grey_frame_02.jpg,exact_image_id,987,238,1279,1068,1920,1080,1920,1080,987,238,1279,1068,1.0,1.0,11138,0.116879,35,annotation_auto_extract,0.0,
vid_res_034_man_in_grey_frame_03,vid_res_034_frame_03,vid_res_034_man_in_grey_frame_03,examples/residence_images/vid_res_034_man_in_grey_frame_03.jpg,examples/ground_truth_annotated/vid_res_034_man_in_grey_frame_03.jpg,vid_res_034_man_in_grey_frame_03.jpg,vid_res_034_man_in_grey_frame_03.jpg,exact_image_id,1110,221,1411,1073,1920,1080,1920,1080,1110,221,1411,1073,1.0,1.0,11438,0.123675,35,annotation_auto_extract,0.0,
vid_res_035_woman_white_top_frame_01,vid_res_035_frame_01,vid_res_035_woman_white_top_frame_01,examples/residence_images/vid_res_035_woman_white_top_frame_01.jpg,examples/ground_truth_annotated/vid_res_035_woman_white_top_frame_01.jpg,vid_res_035_woman_white_top_frame_01.jpg,vid_res_035_woman_white_top_frame_01.jpg,exact_image_id,29,274,221,887,1920,1080,1920,1080,29,274,221,887,1.0,1.0,7909,0.056759,35,annotation_auto_extract,0.0,
vid_res_035_woman_white_top_frame_02,vid_res_035_frame_02,vid_res_035_woman_white_top_frame_02,examples/residence_images/vid_res_035_woman_white_top_frame_02.jpg,examples/ground_truth_annotated/vid_res_035_woman_white_top_frame_02.jpg,vid_res_035_woman_white_top_frame_02.jpg,vid_res_035_woman_white_top_frame_02.jpg,exact_image_id,154,290,347,884,1920,1080,1920,1080,154,290,347,884,1.0,1.0,7745,0.055286,35,annotation_auto_extract,0.0,
vid_res_035_woman_white_top_frame_03,vid_res_035_frame_03,vid_res_035_woman_white_top_frame_03,examples/residence_images/vid_res_035_woman_white_top_frame_03.jpg,examples/ground_truth_annotated/vid_res_035_woman_white_top_frame_03.jpg,vid_res_035_woman_white_top_frame_03.jpg,vid_res_035_woman_white_top_frame_03.jpg,exact_image_id,302,312,473,874,1920,1080,1920,1080,302,312,473,874,1.0,1.0,7193,0.046345,35,annotation_auto_extract,0.0,
vid_res_036_elevator_button_panel_frame_01,vid_res_036_frame_01,vid_res_036_elevator_button_panel_frame_01,examples/residence_images/vid_res_036_elevator_button_panel_frame_01.jpg,examples/ground_truth_annotated/vid_res_036_elevator_button_panel_frame_01.jpg,vid_res_036_elevator_button_panel_frame_01.jpg,vid_res_036_elevator_button_panel_frame_01.jpg,exact_image_id,824,162,1253,1063,1920,1080,1920,1080,824,162,1253,1063,1.0,1.0,13257,0.186405,35,annotation_auto_extract,0.0,
vid_res_036_elevator_button_panel_frame_02,vid_res_036_frame_02,vid_res_036_elevator_button_panel_frame_02,examples/residence_images/vid_res_036_elevator_button_panel_frame_02.jpg,examples/ground_truth_annotated/vid_res_036_elevator_button_panel_frame_02.jpg,vid_res_036_elevator_button_panel_frame_02.jpg,vid_res_036_elevator_button_panel_frame_02.jpg,exact_image_id,842,286,1098,902,1920,1080,1920,1080,842,286,1098,902,1.0,1.0,8630,0.076049,35,annotation_auto_extract,0.0,
vid_res_036_elevator_button_panel_frame_03,vid_res_036_frame_03,vid_res_036_elevator_button_panel_frame_03,examples/residence_images/vid_res_036_elevator_button_panel_frame_03.jpg,examples/ground_truth_annotated/vid_res_036_elevator_button_panel_frame_03.jpg,vid_res_036_elevator_button_panel_frame_03.jpg,vid_res_036_elevator_button_panel_frame_03.jpg,exact_image_id,1026,236,1293,933,1920,1080,1920,1080,1026,236,1293,933,1.0,1.0,9566,0.089747,35,annotation_auto_extract,0.0,
